Type,Combined_MPG,Make_Model
Midsize Cars,20,Ford_FUSION AWD
Midsize Cars,27.156,Ford_FUSION FWD
Midsize Cars,24.8156,Ford_FUSION FWD
Midsize Cars,24.6424,Ford_FUSION FWD
Midsize Cars,42,Ford_FUSION HYBRID FWD
Midsize Cars,41,Ford_FUSION HYBRID TAXI
Midsize Cars,25.9525,Honda_ACCORD 2.0T SPORT/TOURING
Midsize Cars,35.6103,Honda_CIVIC 4Dr
Midsize Cars,33.2383,Honda_CIVIC 4Dr
Midsize Cars,31.6578,Honda_CIVIC 4Dr
Midsize Cars,33.0377,Honda_CIVIC 4Dr
Midsize Cars,32.0019,Honda_CIVIC 4Dr
Midsize Cars,29.4217,Honda_CIVIC 4Dr
Midsize Cars,51.9827,Honda_INSIGHT
Midsize Cars,47.975,Honda_INSIGHT TOURING
Midsize Cars,34.8198,HYUNDAI MOTOR COMPANY_Elantra
Midsize Cars,29.1938,HYUNDAI MOTOR COMPANY_Elantra
Midsize Cars,25.0067,HYUNDAI MOTOR COMPANY_Elantra
Midsize Cars,31.5974,HYUNDAI MOTOR COMPANY_Elantra
Midsize Cars,29.4374,HYUNDAI MOTOR COMPANY_Elantra
Midsize Cars,32.5978,HYUNDAI MOTOR COMPANY_Elantra SE
Midsize Cars,41,HYUNDAI MOTOR COMPANY_Sonata HYBRID
Midsize Cars,42,HYUNDAI MOTOR COMPANY_Sonata HYBRID SE
Midsize Cars,25,INFINITI_Q50
Midsize Cars,23.0508,INFINITI_Q50
Midsize Cars,24.3554,INFINITI_Q50 AWD
Midsize Cars,21.8501,INFINITI_Q50 AWD
Midsize Cars,21.9477,INFINITI_Q50 AWD RED SPORT
Midsize Cars,22.0312,INFINITI_Q50 RED SPORT
Midsize Cars,21.3231,INFINITI_Q70
Midsize Cars,18.9741,INFINITI_Q70
Midsize Cars,20.1125,INFINITI_Q70 AWD
Midsize Cars,18.1274,INFINITI_Q70 AWD
Midsize Cars,35.1055,Jaguar_XF
Midsize Cars,28.4037,Jaguar_XF
Midsize Cars,23.378,Jaguar_XF
Midsize Cars,34.0109,Jaguar_XF AWD
Midsize Cars,26.6728,Jaguar_XF AWD
Midsize Cars,22.6633,Jaguar_XF AWD
Midsize Cars,33.6738,KIA MOTORS CORPORATION_Forte
Midsize Cars,31.0015,KIA MOTORS CORPORATION_Forte
Midsize Cars,34.7078,KIA MOTORS CORPORATION_Forte FE
Midsize Cars,41.3755,KIA MOTORS CORPORATION_Optima Hybrid
Midsize Cars,24.1415,KIA MOTORS CORPORATION_Stinger AWD
Midsize Cars,20.1167,KIA MOTORS CORPORATION_Stinger AWD
Midsize Cars,24.5081,KIA MOTORS CORPORATION_Stinger RWD
Midsize Cars,20.1077,KIA MOTORS CORPORATION_Stinger RWD
Midsize Cars,44.1781,LEXUS_ES 300h
Midsize Cars,25.7278,LEXUS_ES 350
Midsize Cars,25.0685,LEXUS_ES 350 F SPORT
Midsize Cars,25.6041,LEXUS_GS 300
Midsize Cars,24.0078,LEXUS_GS 300 F SPORT
Midsize Cars,22.8079,LEXUS_GS 350
Midsize Cars,21.4965,LEXUS_GS 350 AWD
Midsize Cars,21.8089,LEXUS_GS 350 F SPORT
Midsize Cars,22.9095,LEXUS_LS 500
Midsize Cars,21.1025,LEXUS_LS 500 AWD
Midsize Cars,27.9953,LEXUS_LS 500h
Midsize Cars,25.8302,LEXUS_LS 500h AWD
Midsize Cars,32.5224,LEXUS_UX 200
Midsize Cars,22.99,Lincoln_MKZ AWD
Midsize Cars,19.9357,Lincoln_MKZ AWD
Midsize Cars,23.8346,Lincoln_MKZ FWD
Midsize Cars,20.9122,Lincoln_MKZ FWD
Midsize Cars,41,Lincoln_MKZ HYBRID FWD
Midsize Cars,18.7251,MASERATI_Ghibli  S RWD
Midsize Cars,19.3234,MASERATI_Ghibli V6 Rear Wheel Drive (RWD)
Midsize Cars,18.6881,MASERATI_Ghibli V6 SQ4 AWD
Midsize Cars,29.5971,MAZDA_Mazda3 5-Door 2WD
Midsize Cars,29.1829,MAZDA_Mazda3 5-Door 2WD
Midsize Cars,27,MAZDA_Mazda3 5-Door 4WD
Midsize Cars,29.3889,MAZDA_MAZDA6
Midsize Cars,26.4147,MAZDA_MAZDA6
Midsize Cars,27,MAZDA_MAZDA6
Midsize Cars,17.5069,Mercedes-Benz_AMG E 63 S 4MATIC
Midsize Cars,24.01,Mercedes-Benz_AMG E53 4MATIC+
Midsize Cars,24.7223,Mercedes-Benz_E 300
Midsize Cars,24.2736,Mercedes-Benz_E 300 4MATIC
Midsize Cars,22.7114,Mercedes-Benz_E 450 4MATIC
Midsize Cars,27.2554,Mini_COOPER CLUBMAN
Midsize Cars,27.7321,Mini_COOPER CLUBMAN
Midsize Cars,26.0144,Mini_COOPER CLUBMAN ALL4
Midsize Cars,25.8524,Mini_COOPER CLUBMAN ALL4
Midsize Cars,27.2554,Mini_COOPER COUNTRYMAN
Midsize Cars,27.7321,Mini_COOPER COUNTRYMAN
Midsize Cars,25.4701,Mini_COOPER COUNTRYMAN ALL4
Midsize Cars,25.8524,Mini_COOPER COUNTRYMAN ALL4
Midsize Cars,26.6103,Mini_COOPER S CLUBMAN
Midsize Cars,25.3168,Mini_COOPER S CLUBMAN
Midsize Cars,25.6535,Mini_COOPER S CLUBMAN ALL4
Midsize Cars,24.1592,Mini_COOPER S CLUBMAN ALL4
Midsize Cars,26.6103,Mini_COOPER S COUNTRYMAN
Midsize Cars,25.542,Mini_COOPER S COUNTRYMAN ALL4
Midsize Cars,24.199,Mini_COOPER S COUNTRYMAN ALL4
Midsize Cars,25.1953,Mini_JCW COUNTRYMAN ALL4
Midsize Cars,24.199,Mini_JCW COUNTRYMAN ALL4
Midsize Cars,25.6535,Mini_JOHN COOPER WORKS CLUBMAN ALL4
Midsize Cars,24.1592,Mini_JOHN COOPER WORKS CLUBMAN ALL4
Midsize Cars,32,NISSAN_ALTIMA
Midsize Cars,30.2172,NISSAN_ALTIMA AWD
Midsize Cars,29,NISSAN_ALTIMA AWD SR/PLATINUM
Midsize Cars,28.6068,NISSAN_ALTIMA SR/PLATINUM
Midsize Cars,30.9338,NISSAN_ALTIMA SR/PLATINUM
Midsize Cars,32.8041,NISSAN_Kicks
Midsize Cars,24.2647,NISSAN_MAXIMA
Midsize Cars,29,NISSAN_SENTRA
Midsize Cars,32.2567,NISSAN_SENTRA
Midsize Cars,29.9942,NISSAN_SENTRA
Midsize Cars,27,NISSAN_SENTRA NISMO
Midsize Cars,27,NISSAN_SENTRA NISMO
Midsize Cars,14.1837,Rolls-Royce Motor Cars Limited_Wraith
Midsize Cars,31.5296,Subaru_IMPREZA 4-Door
Midsize Cars,26.7117,Subaru_IMPREZA 4-Door
Midsize Cars,30.443,Subaru_IMPREZA 4-Door SPORT
Midsize Cars,26.2235,Subaru_IMPREZA 4-Door SPORT
Midsize Cars,28.5128,Subaru_LEGACY
Midsize Cars,22.8491,Subaru_LEGACY
Midsize Cars,24.9298,TOYOTA_AVALON
Midsize Cars,43.2262,TOYOTA_AVALON HYBRID
Midsize Cars,43.6328,TOYOTA_AVALON HYBRID XLE
Midsize Cars,25.9247,TOYOTA_AVALON XLE
Midsize Cars,33.9783,TOYOTA_CAMRY
Midsize Cars,26.1901,TOYOTA_CAMRY
Midsize Cars,51.7504,TOYOTA_CAMRY HYBRID LE
Midsize Cars,46.2351,TOYOTA_CAMRY HYBRID XLE/SE
Midsize Cars,31.9889,TOYOTA_CAMRY LE/SE
Midsize Cars,32.3209,TOYOTA_CAMRY XLE/XSE
Midsize Cars,25.6327,TOYOTA_CAMRY XSE
Midsize Cars,31.5246,TOYOTA_COROLLA
Midsize Cars,30.9046,TOYOTA_COROLLA
Midsize Cars,30.406,TOYOTA_COROLLA
Midsize Cars,34.0354,TOYOTA_COROLLA LE ECO
Midsize Cars,32.6559,TOYOTA_COROLLA LE ECO
Midsize Cars,52.3985,TOYOTA_PRIUS
Midsize Cars,50,TOYOTA_PRIUS AWD
Midsize Cars,55.7,TOYOTA_PRIUS Eco
Midsize Cars,29.218,Volkswagen_Passat
Midsize Cars,24.6242,"Volvo Cars of North America, LLC_S90 AWD"
Midsize Cars,25.6332,"Volvo Cars of North America, LLC_S90 AWD"
Midsize Cars,27,"Volvo Cars of North America, LLC_S90 FWD"
Large Cars,21.8276,Audi_A8L
Large Cars,26.7896,BMW_330i xDrive Gran Turismo
Large Cars,23.1027,BMW_340i xDrive Gran Turismo
Large Cars,22.8452,BMW_640i xDrive Gran Turismo
Large Cars,23.8507,BMW_740i
Large Cars,23.1027,BMW_740i xDrive
Large Cars,20.5995,BMW_750i
Large Cars,19.8061,BMW_750i xDrive
Large Cars,19.8061,BMW_Alpina B7 xDrive
Large Cars,15.6278,BMW_M760i xDrive
Large Cars,26.3011,BMW_X1 sDrive28i
Large Cars,25.3164,BMW_X1 xDrive28i
Large Cars,28,Cadillac_CT6
Large Cars,20.7391,Cadillac_CT6 AWD
Large Cars,21.1967,Cadillac_CT6 AWD
Large Cars,21.7599,Cadillac_XTS
Large Cars,20,Cadillac_XTS AWD
Large Cars,18.3488,Cadillac_XTS AWD
Large Cars,24.566,Chevrolet_IMPALA
Large Cars,21.9191,Chevrolet_IMPALA
Large Cars,21.7518,Chevrolet_IMPALA
Large Cars,22.7798,Chrysler_300
Large Cars,22.7798,Chrysler_300
Large Cars,19.062,Chrysler_300
Large Cars,21.4055,Chrysler_300 AWD
Large Cars,21.4055,Chrysler_300 AWD
Large Cars,22.7798,Dodge_Charger
Large Cars,22.7798,Dodge_Charger
Large Cars,19.062,Dodge_Charger
Large Cars,17.8371,Dodge_Charger
Large Cars,21.4055,Dodge_Charger AWD
Large Cars,16.2222,Dodge_Charger SRT
Large Cars,19,Ford_TAURUS AWD
Large Cars,18.8946,Ford_TAURUS AWD
Large Cars,19,Ford_TAURUS AWD FFV
Large Cars,20.7996,Ford_TAURUS FWD
Large Cars,20.7997,Ford_TAURUS FWD FFV
Large Cars,19.6948,GENESIS_G80 AWD
Large Cars,20.117,GENESIS_G80 AWD
Large Cars,17.7991,GENESIS_G80 AWD
Large Cars,20.2026,GENESIS_G80 RWD
Large Cars,21.1622,GENESIS_G80 RWD
Large Cars,18.812,GENESIS_G80 RWD
Large Cars,19.8232,GENESIS_G90 AWD
Large Cars,18.1031,GENESIS_G90 AWD
Large Cars,19.6835,GENESIS_G90 RWD
Large Cars,18.5529,GENESIS_G90 RWD
Large Cars,33.2814,Honda_ACCORD
Large Cars,31.2824,Honda_ACCORD
Large Cars,29.7143,Honda_ACCORD
Large Cars,27.0324,Honda_ACCORD
Large Cars,48.4664,Honda_ACCORD
Large Cars,25.6759,Honda_ACCORD
Large Cars,34.2094,Honda_CIVIC 5Dr
Large Cars,32.2283,Honda_CIVIC 5Dr
Large Cars,32.5477,Honda_CIVIC 5Dr
Large Cars,24.5197,Honda_CIVIC 5Dr
Large Cars,27.6399,HYUNDAI MOTOR COMPANY_Elantra GT
Large Cars,25.5513,HYUNDAI MOTOR COMPANY_Elantra GT
Large Cars,27.489,HYUNDAI MOTOR COMPANY_Elantra GT
Large Cars,54.5885,HYUNDAI MOTOR COMPANY_Ioniq
Large Cars,57.7824,HYUNDAI MOTOR COMPANY_Ioniq Blue
Large Cars,31.1698,HYUNDAI MOTOR COMPANY_Sonata
Large Cars,25.9803,HYUNDAI MOTOR COMPANY_Sonata
Large Cars,28.1721,HYUNDAI MOTOR COMPANY_Sonata
Large Cars,29.085,HYUNDAI MOTOR COMPANY_Sonata SE
Large Cars,21.3866,Jaguar_XJ
Large Cars,17.6782,Jaguar_XJ
Large Cars,19.9822,Jaguar_XJ AWD
Large Cars,21.2207,Jaguar_XJL
Large Cars,17.6782,Jaguar_XJL
Large Cars,19.7354,Jaguar_XJL AWD
Large Cars,22.879,KIA MOTORS CORPORATION_Cadenza
Large Cars,20.8639,KIA MOTORS CORPORATION_K900
Large Cars,30.5243,KIA MOTORS CORPORATION_Optima
Large Cars,24.2002,KIA MOTORS CORPORATION_Optima
Large Cars,27.4732,KIA MOTORS CORPORATION_Optima
Large Cars,28.7852,KIA MOTORS CORPORATION_Optima FE
Large Cars,19.7556,Lincoln_CONTINENTAL AWD
Large Cars,19.0302,Lincoln_CONTINENTAL AWD
Large Cars,19.1989,Lincoln_CONTINENTAL AWD
Large Cars,20.9537,Lincoln_CONTINENTAL FWD
Large Cars,20.1608,Lincoln_CONTINENTAL FWD
Large Cars,18.3676,MASERATI_QUATTROPORTE S
Large Cars,18.3114,MASERATI_QUATTROPORTE SQ4 V6
Large Cars,17.1931,MASERATI_QUATTROPORTE V8
Large Cars,20.0251,Mercedes-Benz_AMG S 63 4MATIC
Large Cars,15.5264,Mercedes-Benz_AMG S 65
Large Cars,15.5665,Mercedes-Benz_Maybach S 650
Large Cars,21.973,Mercedes-Benz_S 450
Large Cars,21.7132,Mercedes-Benz_S 450 4MATIC
Large Cars,20.5095,Mercedes-Benz_S 560
Large Cars,20.7551,Mercedes-Benz_S 560 4MATIC
Large Cars,19.4129,Mercedes-Benz_S 560 4MATIC Maybach
Large Cars,22.3176,Porsche_Panamera 4
Large Cars,22.3176,Porsche_Panamera 4 Executive
Large Cars,21,Porsche_Panamera 4S
Large Cars,21,Porsche_Panamera 4S Executive
Large Cars,18.8765,Porsche_Panamera GTS
Large Cars,18.2114,Porsche_Panamera GTS ST
Large Cars,20.9847,Porsche_Panamera Turbo
Large Cars,20.9847,Porsche_Panamera Turbo Executive
Large Cars,19.7064,Porsche_Panamera Turbo ST
Large Cars,13.8915,Rolls-Royce Motor Cars Limited_Ghost
Large Cars,13.8915,Rolls-Royce Motor Cars Limited_Ghost EWB
Large Cars,14.391,Rolls-Royce Motor Cars Limited_Phantom
Large Cars,14.391,Rolls-Royce Motor Cars Limited_Phantom EWB
Large Cars,25.237,Volkswagen_Arteon
Large Cars,22.5477,Volkswagen_Arteon 4Motion
Small Station Wagons,26.7896,BMW_330i xDrive Sports Wagon
Small Station Wagons,24.3822,Buick_REGAL TOUR X AWD
Small Station Wagons,28.8278,Chevrolet_SONIC 5
Small Station Wagons,29.4097,Chevrolet_SONIC 5
Small Station Wagons,24.9382,FIAT_500L
Small Station Wagons,36.467,Honda_FIT
Small Station Wagons,33,Honda_FIT
Small Station Wagons,31.4721,Honda_FIT
Small Station Wagons,28.5595,Honda_HR-V AWD
Small Station Wagons,28.2867,Honda_HR-V AWD
Small Station Wagons,30.25,Honda_HR-V FWD
Small Station Wagons,30.25,Honda_HR-V FWD
Small Station Wagons,48.6987,KIA MOTORS CORPORATION_Niro
Small Station Wagons,50.4101,KIA MOTORS CORPORATION_Niro FE
Small Station Wagons,43.175,KIA MOTORS CORPORATION_Niro Touring
Small Station Wagons,27.7325,KIA MOTORS CORPORATION_Soul
Small Station Wagons,28.0549,KIA MOTORS CORPORATION_Soul
Small Station Wagons,26.6288,KIA MOTORS CORPORATION_Soul
Small Station Wagons,26.7944,KIA MOTORS CORPORATION_Soul
Small Station Wagons,28,NISSAN_Rogue Sport
Small Station Wagons,27,NISSAN_Rogue Sport AWD
Small Station Wagons,31.2349,Subaru_IMPREZA 5-Door
Small Station Wagons,26.4104,Subaru_IMPREZA 5-Door
Small Station Wagons,30.2489,Subaru_IMPREZA 5-Door SPORT
Small Station Wagons,25.2689,Subaru_IMPREZA 5-Door SPORT
Small Station Wagons,24.89,Volkswagen_Golf Alltrack
Small Station Wagons,24.471,Volkswagen_Golf Alltrack
Small Station Wagons,30.7968,Volkswagen_Golf SportWagen
Small Station Wagons,32.2662,Volkswagen_Golf SportWagen
Small Station Wagons,24.4711,Volkswagen_Golf SportWagen 4Motion
Small Station Wagons,25.1839,Volkswagen_Golf SportWagen 4Motion
Small Station Wagons,24.6242,"Volvo Cars of North America, LLC_V60 AWD"
Small Station Wagons,25.1898,"Volvo Cars of North America, LLC_V60 CC AWD"
Small Station Wagons,27.9767,"Volvo Cars of North America, LLC_V60 FWD"
Midsize Station Wagons,20.7786,Jaguar_XF Sportbrake AWD
Midsize Station Wagons,18.5852,Mercedes-Benz_AMG E 63 S 4MATIC (Station Wagon
Midsize Station Wagons,24.5243,Mercedes-Benz_AMG GLA 45 4MATIC
Midsize Station Wagons,21.8116,Mercedes-Benz_E 450 4MATIC (station wagon)
Midsize Station Wagons,22.9256,NISSAN_MURANO AWD
Midsize Station Wagons,23.2733,NISSAN_MURANO FWD
Midsize Station Wagons,14.391,Rolls-Royce Motor Cars Limited_Cullinan
Midsize Station Wagons,24.6242,"Volvo Cars of North America, LLC_V90 AWD"
Midsize Station Wagons,23.7938,"Volvo Cars of North America, LLC_V90 CC AWD"
Midsize Station Wagons,25.0909,"Volvo Cars of North America, LLC_V90 CC AWD"
Midsize Station Wagons,27,"Volvo Cars of North America, LLC_V90 FWD"
Small Pick-up Trucks 2WD,21.8534,Chevrolet_COLORADO 2WD
Small Pick-up Trucks 2WD,22.0252,Chevrolet_COLORADO 2WD
Small Pick-up Trucks 2WD,23.3948,Chevrolet_COLORADO 2WD
Small Pick-up Trucks 2WD,20.1722,Chevrolet_COLORADO 2WD
Small Pick-up Trucks 2WD,21.8534,GMC_CANYON 2WD
Small Pick-up Trucks 2WD,22.0252,GMC_CANYON 2WD
Small Pick-up Trucks 2WD,23.3948,GMC_CANYON 2WD
Small Pick-up Trucks 2WD,20.1722,GMC_CANYON 2WD
Small Pick-up Trucks 2WD,21.5263,Honda_RIDGELINE FWD
Small Pick-up Trucks 2WD,19.0936,NISSAN_FRONTIER 2WD
Small Pick-up Trucks 2WD,21.1054,NISSAN_FRONTIER 2WD
Small Pick-up Trucks 2WD,18.5884,NISSAN_FRONTIER 2WD
Small Pick-up Trucks 2WD,18.5186,NISSAN_FRONTIER 2WD
Small Pick-up Trucks 2WD,18.0546,NISSAN_FRONTIER 2WD FFV
Small Pick-up Trucks 2WD,21.0804,TOYOTA_TACOMA 2WD
Small Pick-up Trucks 2WD,20.6457,TOYOTA_TACOMA 2WD
Small Pick-up Trucks 4WD,20.718,Chevrolet_COLORADO 4WD
Small Pick-up Trucks 4WD,22.3588,Chevrolet_COLORADO 4WD
Small Pick-up Trucks 4WD,19.3196,Chevrolet_COLORADO 4WD
Small Pick-up Trucks 4WD,19.416,Chevrolet_COLORADO ZR2 4WD
Small Pick-up Trucks 4WD,16.6991,Chevrolet_COLORADO ZR2 4WD
Small Pick-up Trucks 4WD,20.718,GMC_CANYON 4WD
Small Pick-up Trucks 4WD,22.3588,GMC_CANYON 4WD
Small Pick-up Trucks 4WD,19.3196,GMC_CANYON 4WD
Small Pick-up Trucks 4WD,17.1718,NISSAN_FRONTIER 4WD
Small Pick-up Trucks 4WD,17.5098,NISSAN_FRONTIER 4WD
Small Pick-up Trucks 4WD,17.1221,NISSAN_FRONTIER 4WD FFV
Small Pick-up Trucks 4WD,20.0556,TOYOTA_TACOMA 4WD
Small Pick-up Trucks 4WD,19.831,TOYOTA_TACOMA 4WD
Small Pick-up Trucks 4WD,18.4907,TOYOTA_TACOMA 4WD
Small Pick-up Trucks 4WD,18.3086,TOYOTA_TACOMA 4WD D-CAB V6 MT OFF-ROAD
Small Pick-up Trucks 4WD,19.831,TOYOTA_TACOMA 4WD TRD PRO
Small Pick-up Trucks 4WD,18.3086,TOYOTA_TACOMA 4WD TRD PRO
Standard Pick-up Trucks 2WD,21.0999,Chevrolet_C10 SILVERADO 2WD
Standard Pick-up Trucks 2WD,20.0462,Chevrolet_C10 SILVERADO 2WD
Standard Pick-up Trucks 2WD,17.4787,Chevrolet_C10 SILVERADO 2WD
Standard Pick-up Trucks 2WD,16.8203,Chevrolet_C10 SILVERADO 2WD
Standard Pick-up Trucks 2WD,16.9515,Chevrolet_C10 SILVERADO 2WD
Standard Pick-up Trucks 2WD,19.4955,Chevrolet_C10 SILVERADO 2WD
Standard Pick-up Trucks 2WD,18.9908,Chevrolet_C10 SILVERADO 2WD
Standard Pick-up Trucks 2WD,17.4389,Chevrolet_C15 SILVERADO LD 2WD
Standard Pick-up Trucks 2WD,21,Ford_F150 2.7L 2WD GVWR>6649 LBS
Standard Pick-up Trucks 2WD,21,Ford_F150 2WD BASE PAYLOAD LT TIRE
Standard Pick-up Trucks 2WD,24,Ford_F150 2WD BASE PAYLOAD LT TIRE
Standard Pick-up Trucks 2WD,19,Ford_F150 2WD BASE PAYLOAD LT TIRE
Standard Pick-up Trucks 2WD,21,Ford_F150 2WD FFV BASE PAYLOAD LT
Standard Pick-up Trucks 2WD,18,Ford_F150 2WD FFV BASE PAYLOAD LT
Standard Pick-up Trucks 2WD,19,Ford_F150 3.5L 2WD GVWR>7599 LBS
Standard Pick-up Trucks 2WD,17,Ford_F150 5.0L 2WD FFV GVWR>7599 LBS
Standard Pick-up Trucks 2WD,22.2709,Ford_F150 PICKUP 2WD
Standard Pick-up Trucks 2WD,24.6765,Ford_F150 PICKUP 2WD
Standard Pick-up Trucks 2WD,20.7777,Ford_F150 PICKUP 2WD
Standard Pick-up Trucks 2WD,21.5677,Ford_F150 PICKUP 2WD FFV
Standard Pick-up Trucks 2WD,19.2025,Ford_F150 PICKUP 2WD FFV
Standard Pick-up Trucks 2WD,19.2183,Ford_F150 PICKUP 2WD LIMITED
Standard Pick-up Trucks 2WD,23.3249,Ford_RANGER 2WD
Standard Pick-up Trucks 2WD,21.0999,GMC_C10 SIERRA 2WD
Standard Pick-up Trucks 2WD,20.0462,GMC_C10 SIERRA 2WD
Standard Pick-up Trucks 2WD,17.4724,GMC_C10 SIERRA 2WD
Standard Pick-up Trucks 2WD,16.8203,GMC_C10 SIERRA 2WD
Standard Pick-up Trucks 2WD,16.9515,GMC_C10 SIERRA 2WD
Standard Pick-up Trucks 2WD,19.4955,GMC_C10 SIERRA 2WD
Standard Pick-up Trucks 2WD,18.8407,GMC_C10 SIERRA 2WD
Standard Pick-up Trucks 2WD,17.4389,GMC_C15 SIERRA LTD 2WD
Standard Pick-up Trucks 2WD,17.6405,NISSAN_TITAN 2WD
Standard Pick-up Trucks 2WD,21.8024,RAM_1500 4X2
Standard Pick-up Trucks 2WD,19.0135,RAM_1500 4X2
Standard Pick-up Trucks 2WD,17.2673,RAM_1500 4X2
Standard Pick-up Trucks 2WD,19.7182,RAM_1500 Classic 4X2
Standard Pick-up Trucks 2WD,17.3707,RAM_1500 Classic 4X2
Standard Pick-up Trucks 2WD,22.5459,RAM_1500 HFE 4X2
Standard Pick-up Trucks 2WD,12.17,"Roush Industries, Inc._F150 Pickup 2WD"
Standard Pick-up Trucks 2WD,16,TOYOTA_TUNDRA 2WD
Standard Pick-up Trucks 2WD,14.9087,TOYOTA_TUNDRA 2WD
Standard Pick-up Trucks 4WD,20.0462,Chevrolet_K10 SILVERADO 4WD
Standard Pick-up Trucks 4WD,19.1431,Chevrolet_K10 SILVERADO 4WD
Standard Pick-up Trucks 4WD,16.7517,Chevrolet_K10 SILVERADO 4WD
Standard Pick-up Trucks 4WD,16.2649,Chevrolet_K10 SILVERADO 4WD
Standard Pick-up Trucks 4WD,17.1996,Chevrolet_K10 SILVERADO 4WD
Standard Pick-up Trucks 4WD,18.0761,Chevrolet_K10 SILVERADO 4WD
Standard Pick-up Trucks 4WD,17.219,Chevrolet_K10 SILVERADO 4WD
Standard Pick-up Trucks 4WD,15.9055,Chevrolet_K10 SILVERADO 4WD TRAILBOSS
Standard Pick-up Trucks 4WD,16,Chevrolet_K10 SILVERADO 4WD TRAILBOSS
Standard Pick-up Trucks 4WD,17.4563,Chevrolet_K10 SILVERADO 4WD TRAILBOSS
Standard Pick-up Trucks 4WD,17.2222,Chevrolet_K15 SILVERADO LD 4WD
Standard Pick-up Trucks 4WD,20,Ford_F150 2.7L 4WD GVWR>6799 LBS
Standard Pick-up Trucks 4WD,18,Ford_F150 3.5L 4WD GVWR>7599 LBS
Standard Pick-up Trucks 4WD,20,Ford_F150 4WD BASE PAYLOAD LT TIRE
Standard Pick-up Trucks 4WD,22.0128,Ford_F150 4WD BASE PAYLOAD LT TIRE
Standard Pick-up Trucks 4WD,18,Ford_F150 4WD BASE PAYLOAD LT TIRE
Standard Pick-up Trucks 4WD,19,Ford_F150 4WD FFV BASE PAYLOAD LT
Standard Pick-up Trucks 4WD,17,Ford_F150 4WD FFV BASE PAYLOAD LT
Standard Pick-up Trucks 4WD,16,Ford_F150 5.0L 4WD FFV GVWR>7599 LBS
Standard Pick-up Trucks 4WD,20.9759,Ford_F150 PICKUP 4WD
Standard Pick-up Trucks 4WD,22.0128,Ford_F150 PICKUP 4WD
Standard Pick-up Trucks 4WD,18.8238,Ford_F150 PICKUP 4WD
Standard Pick-up Trucks 4WD,20.2358,Ford_F150 PICKUP 4WD FFV
Standard Pick-up Trucks 4WD,17.844,Ford_F150 PICKUP 4WD FFV
Standard Pick-up Trucks 4WD,18.8698,Ford_F150 PICKUP 4WD LIMITED
Standard Pick-up Trucks 4WD,24.2737,Ford_F150 PICKUP 4WD XL/XLT
Standard Pick-up Trucks 4WD,16.4075,Ford_F150 RAPTOR 4WD
Standard Pick-up Trucks 4WD,21.9968,Ford_RANGER 4WD
Standard Pick-up Trucks 4WD,19.897,GMC_K10 SIERRA 4WD
Standard Pick-up Trucks 4WD,18.6718,GMC_K10 SIERRA 4WD
Standard Pick-up Trucks 4WD,16.7517,GMC_K10 SIERRA 4WD
Standard Pick-up Trucks 4WD,16.3007,GMC_K10 SIERRA 4WD
Standard Pick-up Trucks 4WD,16.7454,GMC_K10 SIERRA 4WD
Standard Pick-up Trucks 4WD,17.4563,GMC_K10 SIERRA 4WD
Standard Pick-up Trucks 4WD,16.9264,GMC_K10 SIERRA 4WD
Standard Pick-up Trucks 4WD,17.4563,GMC_K10 SIERRA 4WD AT4
Standard Pick-up Trucks 4WD,17.2535,GMC_K10 SIERRA 4WD AT4
