Type,Combined_MPG,Make_Model
Standard Pick-up Trucks 4WD,17.2222,GMC_K15 SIERRA LTD 4WD
Standard Pick-up Trucks 4WD,20.7871,Honda_RIDGELINE AWD
Standard Pick-up Trucks 4WD,17.6143,NISSAN_TITAN 4WD
Standard Pick-up Trucks 4WD,16.9795,NISSAN_TITAN 4WD PRO-4X
Standard Pick-up Trucks 4WD,21.242,RAM_1500 4X4
Standard Pick-up Trucks 4WD,18.7854,RAM_1500 4X4
Standard Pick-up Trucks 4WD,17.0221,RAM_1500 4X4
Standard Pick-up Trucks 4WD,18.7039,RAM_1500 Classic 4X4
Standard Pick-up Trucks 4WD,16.8365,RAM_1500 Classic 4X4
Standard Pick-up Trucks 4WD,12.17,"Roush Industries, Inc._F150 Pickup 4WD"
Standard Pick-up Trucks 4WD,15.8533,TOYOTA_TUNDRA 4WD
Standard Pick-up Trucks 4WD,14.4679,TOYOTA_TUNDRA 4WD
Standard Pick-up Trucks 4WD,14.6162,TOYOTA_TUNDRA 4WD FFV
"Vans, Passenger Type",16.1024,Ford_Transit T150 Wagon
"Vans, Passenger Type",15.453,Ford_Transit T150 Wagon
"Vans, Passenger Type",15.4518,Ford_TRANSIT T150 WAGON FFV
Special Purpose Vehicle 2WD,17.1163,Cadillac_XTS HEARSE
Special Purpose Vehicle 2WD,17.1163,Cadillac_XTS LIMO
Special Purpose Vehicle 2WD,18.3156,Ford_RANGER 2WD INCOMPLETE
Special Purpose Vehicle 2WD,22.2684,Ford_TRANSIT CONNECT USPS
Special Purpose Vehicle 2WD,25.1953,Ford_Transit Connect Van 2WD
Special Purpose Vehicle 2WD,22.3224,Ford_Transit Connect Van 2WD
Special Purpose Vehicle 2WD,25.1953,Ford_TRANSIT CONNECT VAN FFV
Special Purpose Vehicle 2WD,25.6715,Ford_TRANSIT CONNECT WAGON LWB FFV
Special Purpose Vehicle 2WD,25.6715,Ford_Transit Connect Wagon LWB FWD
Special Purpose Vehicle 2WD,22.2055,Ford_Transit Connect Wagon LWB FWD
Special Purpose Vehicle 2WD,22.0025,Mercedes-Benz_Metris (Cargo Van)
Special Purpose Vehicle 2WD,22.3652,"Mercedes-Benz_Metris (Cargo Van, LWB)"
Special Purpose Vehicle 2WD,20.6194,Mercedes-Benz_Metris (Passenger Van)
Special Purpose Vehicle 2WD,25.1814,NISSAN_NV200 Cargo Van
Special Purpose Vehicle 2WD,24.1887,NISSAN_NV200 NYC Taxi
Special Purpose Vehicle 2WD,23.7776,RAM_Promaster City
Special Purpose Vehicle 4WD,16.2349,Lincoln_MKT HEARSE AWD
Special Purpose Vehicle 4WD,15.4595,Lincoln_MKT LIMO AWD
Special Purpose Vehicle 4WD,18,Lincoln_MKT LIVERY AWD
Special Purpose Vehicle cab chassis,17,Chevrolet_C10 SILVERADO 2WD CAB CHASSIS
Special Purpose Vehicle cab chassis,16,Chevrolet_C10 SILVERADO 2WD CAB CHASSIS
Special Purpose Vehicle cab chassis,15.4337,Chevrolet_COLORADO CAB CHASSIS 2WD
Special Purpose Vehicle cab chassis,15,Chevrolet_K10 SILVERADO 4WD CAB CHASSIS
Special Purpose Vehicle cab chassis,15,Chevrolet_K10 SILVERADO 4WD CAB CHASSIS
Special Purpose Vehicle cab chassis,17,GMC_C10 SIERRA 2WD CAB CHASSIS
Special Purpose Vehicle cab chassis,16,GMC_C10 SIERRA 2WD CAB CHASSIS
Special Purpose Vehicle cab chassis,15.4337,GMC_CANYON CAB CHASSIS 2WD
Special Purpose Vehicle cab chassis,15,GMC_K10 SIERRA 4WD CAB CHASSIS
Special Purpose Vehicle cab chassis,15,GMC_K10 SIERRA 4WD CAB CHASSIS
"Special Purpose Vehicle, minivan 2WD",22.2452,Chrysler_Pacifica
"Special Purpose Vehicle, minivan 2WD",22.1764,Chrysler_Pacifica
"Special Purpose Vehicle, minivan 2WD",19.9421,Dodge_Grand Caravan
"Special Purpose Vehicle, minivan 2WD",19.9421,Dodge_Grand Caravan
"Special Purpose Vehicle, minivan 2WD",22.3531,Honda_ODYSSEY FWD
"Special Purpose Vehicle, minivan 2WD",21.9345,Honda_ODYSSEY FWD
"Special Purpose Vehicle, minivan 2WD",20.5215,KIA MOTORS CORPORATION_Sedona
"Special Purpose Vehicle, minivan 2WD",21.8062,TOYOTA_SIENNA
"Special Purpose Vehicle, minivan 4WD",20.1322,TOYOTA_SIENNA AWD
Small SUV 2WD,23,Acura_MDX FWD
Small SUV 2WD,24,Acura_RDX FWD
Small SUV 2WD,23.6387,Acura_RDX FWD A-SPEC
Small SUV 2WD,25.3266,ALFA ROMEO_Stelvio
Small SUV 2WD,26.9819,Buick_ENCORE
Small SUV 2WD,28.4076,Buick_ENCORE
Small SUV 2WD,24.693,Buick_ENVISION FWD
Small SUV 2WD,26.4849,Cadillac_XT4 FWD
Small SUV 2WD,21.9229,Cadillac_XT5
Small SUV 2WD,23.779,Chevrolet_BLAZER FWD
Small SUV 2WD,21.9998,Chevrolet_BLAZER FWD
Small SUV 2WD,28.1801,Chevrolet_EQUINOX FWD
Small SUV 2WD,31.7581,Chevrolet_EQUINOX FWD
Small SUV 2WD,25.3669,Chevrolet_EQUINOX FWD
Small SUV 2WD,28.0161,Chevrolet_TRAX
Small SUV 2WD,21.1431,Dodge_Journey
Small SUV 2WD,19.4739,Dodge_Journey
Small SUV 2WD,28.1044,Ford_ECOSPORT FWD
Small SUV 2WD,24.5154,Ford_EDGE FWD
Small SUV 2WD,26.131,Ford_ESCAPE FWD
Small SUV 2WD,24.685,Ford_ESCAPE FWD
Small SUV 2WD,24.1496,Ford_ESCAPE FWD
Small SUV 2WD,24.1496,Ford_ESCAPE FWD FFV
Small SUV 2WD,27.8901,GMC_TERRAIN FWD
Small SUV 2WD,31.7581,GMC_TERRAIN FWD
Small SUV 2WD,24,GMC_TERRAIN FWD
Small SUV 2WD,30.3398,Honda_CR-V FWD
Small SUV 2WD,28.3439,Honda_CR-V FWD
Small SUV 2WD,21.8669,Honda_PASSPORT FWD
Small SUV 2WD,22.3536,Honda_PILOT FWD
Small SUV 2WD,22.7022,Honda_PILOT FWD
Small SUV 2WD,29.5096,HYUNDAI MOTOR COMPANY_Kona FWD
Small SUV 2WD,29.8132,HYUNDAI MOTOR COMPANY_Kona FWD
Small SUV 2WD,21.6913,HYUNDAI MOTOR COMPANY_Santa Fe FWD
Small SUV 2WD,24.6043,HYUNDAI MOTOR COMPANY_Santa Fe FWD
Small SUV 2WD,20.5028,HYUNDAI MOTOR COMPANY_Santa Fe XL FWD
Small SUV 2WD,19.7055,HYUNDAI MOTOR COMPANY_Santa Fe XL Ultimate FWD
Small SUV 2WD,25.8916,HYUNDAI MOTOR COMPANY_Tucson FWD
Small SUV 2WD,24.5206,HYUNDAI MOTOR COMPANY_Tucson FWD
Small SUV 2WD,26.5552,INFINITI_QX50
Small SUV 2WD,22.302,INFINITI_QX60 FWD
Small SUV 2WD,25.7892,Jeep_Cherokee FWD
Small SUV 2WD,25.2188,Jeep_Cherokee FWD
Small SUV 2WD,22.9779,Jeep_Cherokee FWD
Small SUV 2WD,25.4013,Jeep_Compass 4X2
Small SUV 2WD,26.1675,Jeep_Compass 4X2
Small SUV 2WD,26.9515,Jeep_Renegade 4x2
Small SUV 2WD,24.8726,Jeep_Renegade 4x2
Small SUV 2WD,24.518,KIA MOTORS CORPORATION_Sorento FWD
Small SUV 2WD,21.5201,KIA MOTORS CORPORATION_Sorento FWD
Small SUV 2WD,25.3693,KIA MOTORS CORPORATION_Sportage FE FWD
Small SUV 2WD,22.6727,KIA MOTORS CORPORATION_Sportage FWD
Small SUV 2WD,24.9421,KIA MOTORS CORPORATION_Sportage FWD
Small SUV 2WD,24.609,LEXUS_NX 300
Small SUV 2WD,22.6145,LEXUS_RX 350
Small SUV 2WD,21.9933,LEXUS_RX 350L
Small SUV 2WD,22.6654,Lincoln_MKC  FWD
Small SUV 2WD,23,Lincoln_NAUTILUS FWD
Small SUV 2WD,22.4889,Lincoln_NAUTILUS FWD
Small SUV 2WD,27.5474,MAZDA_CX-5 2WD
Small SUV 2WD,24.9582,MAZDA_CX-5 2WD
Small SUV 2WD,24.4162,MAZDA_CX-9 2WD
Small SUV 2WD,27.4191,Mercedes-Benz_GLA 250
Small SUV 2WD,23.9613,Mercedes-Benz_GLC 300
Small SUV 2WD,26,Mitsubishi Motors Corporation_ECLIPSE CROSS 2WD
Small SUV 2WD,27,Mitsubishi Motors Corporation_ECLIPSE CROSS ES 2WD
Small SUV 2WD,27.3502,Mitsubishi Motors Corporation_OUTLANDER 2WD
Small SUV 2WD,26.5981,Mitsubishi Motors Corporation_OUTLANDER SPORT 2WD
Small SUV 2WD,25,Mitsubishi Motors Corporation_OUTLANDER SPORT 2WD
Small SUV 2WD,25,Mitsubishi Motors Corporation_OUTLANDER SPORT 2WD
Small SUV 2WD,22.5413,NISSAN_PATHFINDER 2WD
Small SUV 2WD,28.5535,NISSAN_ROGUE FWD
Small SUV 2WD,34.4284,NISSAN_ROGUE FWD Hybrid
Small SUV 2WD,21.5538,TOYOTA_HIGHLANDER
Small SUV 2WD,22.8555,TOYOTA_HIGHLANDER
Small SUV 2WD,23.2973,TOYOTA_HIGHLANDER LE/XLE/SE/LTD
Small SUV 2WD,30.2812,TOYOTA_RAV4
Small SUV 2WD,22.4858,Volkswagen_Atlas
Small SUV 2WD,19.3938,Volkswagen_Atlas
Small SUV 2WD,24.8575,Volkswagen_Tiguan
Small SUV 2WD,26.7102,"Volvo Cars of North America, LLC_XC40 FWD"
Small SUV 2WD,24.3705,"Volvo Cars of North America, LLC_XC60 FWD"
Small SUV 4WD,26.8123,Acura_MDX AWD
Small SUV 4WD,22.0612,Acura_MDX AWD
Small SUV 4WD,21.3495,Acura_MDX AWD A-spec
Small SUV 4WD,23,Acura_RDX AWD
Small SUV 4WD,22.932,Acura_RDX AWD A-SPEC
Small SUV 4WD,24.4128,ALFA ROMEO_Stelvio AWD
Small SUV 4WD,18.8965,ALFA ROMEO_Stelvio AWD
Small SUV 4WD,23.7027,Audi_Q5
Small SUV 4WD,20.5243,Audi_SQ5
Small SUV 4WD,22.6604,BMW_X3 M40i
Small SUV 4WD,25.8611,BMW_X3 sDrive30i
Small SUV 4WD,24.6169,BMW_X3 xDrive30i
Small SUV 4WD,22.6604,BMW_X4 M40i
Small SUV 4WD,24.6169,BMW_X4 xDrive30i
Small SUV 4WD,25.7594,Buick_ENCORE AWD
Small SUV 4WD,26.8766,Buick_ENCORE AWD
Small SUV 4WD,22.0847,Buick_ENVISION AWD
Small SUV 4WD,23.6232,Buick_ENVISION AWD
Small SUV 4WD,24.3538,Cadillac_XT4 AWD
Small SUV 4WD,20.9246,Cadillac_XT5 AWD
Small SUV 4WD,20.8648,Chevrolet_BLAZER AWD
Small SUV 4WD,27.215,Chevrolet_EQUINOX AWD
Small SUV 4WD,31.8173,Chevrolet_EQUINOX AWD
Small SUV 4WD,24.1864,Chevrolet_EQUINOX AWD
Small SUV 4WD,25.7594,Chevrolet_TRAX AWD
Small SUV 4WD,18.8946,Dodge_Journey AWD
Small SUV 4WD,25.9757,FIAT_500X AWD
Small SUV 4WD,25,Ford_ECOSPORT AWD
Small SUV 4WD,23.4447,Ford_EDGE AWD
Small SUV 4WD,21.2438,Ford_EDGE AWD
Small SUV 4WD,24.2427,Ford_ESCAPE AWD
Small SUV 4WD,23.0643,Ford_ESCAPE AWD
Small SUV 4WD,25.9965,GMC_TERRAIN AWD
Small SUV 4WD,31.8173,GMC_TERRAIN AWD
Small SUV 4WD,23,GMC_TERRAIN AWD
Small SUV 4WD,29.3991,Honda_CR-V AWD
Small SUV 4WD,26.9629,Honda_CR-V AWD
Small SUV 4WD,20.8521,Honda_PASSPORT AWD
Small SUV 4WD,21.1417,Honda_PILOT AWD
Small SUV 4WD,22.0544,Honda_PILOT AWD
Small SUV 4WD,27.473,HYUNDAI MOTOR COMPANY_Kona AWD
Small SUV 4WD,27.4416,HYUNDAI MOTOR COMPANY_Kona AWD
Small SUV 4WD,21.0248,HYUNDAI MOTOR COMPANY_Santa Fe AWD
Small SUV 4WD,23.3846,HYUNDAI MOTOR COMPANY_Santa Fe AWD
Small SUV 4WD,20.0869,HYUNDAI MOTOR COMPANY_Santa Fe XL AWD
Small SUV 4WD,18.6375,HYUNDAI MOTOR COMPANY_Santa Fe XL Ultimate AWD
Small SUV 4WD,23.3296,HYUNDAI MOTOR COMPANY_Tucson AWD
Small SUV 4WD,23.1674,HYUNDAI MOTOR COMPANY_Tucson AWD
Small SUV 4WD,26.189,INFINITI_QX50 AWD
Small SUV 4WD,21.6925,INFINITI_QX60 AWD
Small SUV 4WD,28.9439,Jaguar_F-Pace
Small SUV 4WD,23.8056,Jaguar_F-Pace
Small SUV 4WD,19.8739,Jaguar_F-Pace
Small SUV 4WD,18.1891,Jaguar_F-Pace
Small SUV 4WD,23.8925,Jaguar_Jaguar E-Pace P250
Small SUV 4WD,23.4266,Jaguar_Jaguar E-Pace P300
Small SUV 4WD,24.0852,Jeep_Cherokee 4X4
Small SUV 4WD,24.1812,Jeep_Cherokee 4X4
Small SUV 4WD,22.1899,Jeep_Cherokee 4X4
Small SUV 4WD,23.0251,Jeep_Cherokee 4x4 Active Drive II
Small SUV 4WD,21.2626,Jeep_Cherokee 4x4 Active Drive II
Small SUV 4WD,22.2086,Jeep_Cherokee Trailhawk 4X4
Small SUV 4WD,20.6882,Jeep_Cherokee Trailhawk 4X4
Small SUV 4WD,24.8726,Jeep_Compass 4X4
Small SUV 4WD,25.0366,Jeep_Compass 4X4
Small SUV 4WD,25.5586,Jeep_Renegade 4x4
Small SUV 4WD,23.9283,Jeep_Renegade 4x4
Small SUV 4WD,23.8332,Jeep_Renegade Trailhawk 4x4
Small SUV 4WD,23.5815,Jeep_Wrangler 4X4
Small SUV 4WD,20.4192,Jeep_Wrangler 4X4
Small SUV 4WD,19.9011,Jeep_Wrangler 4X4
Small SUV 4WD,22.4718,Jeep_Wrangler Unlimited 4X4
Small SUV 4WD,20.4477,Jeep_Wrangler Unlimited 4X4
Small SUV 4WD,19.3398,Jeep_Wrangler Unlimited 4X4
Small SUV 4WD,23.055,KIA MOTORS CORPORATION_Sorento AWD
Small SUV 4WD,20.8363,KIA MOTORS CORPORATION_Sorento AWD
Small SUV 4WD,21.1235,KIA MOTORS CORPORATION_Sportage AWD
Small SUV 4WD,22.5445,KIA MOTORS CORPORATION_Sportage AWD
Small SUV 4WD,22.3397,KIA MOTORS CORPORATION_Sportage FE AWD
Small SUV 4WD,22.4509,Land Rover_Discovery Sport
Small SUV 4WD,22.1163,Land Rover_Discovery Sport Si4
Small SUV 4WD,24.5353,Land Rover_Range Rover Evoque 237HP
Small SUV 4WD,23.5598,Land Rover_Range Rover Evoque 286HP
Small SUV 4WD,23.9196,Land Rover_Range Rover Evoque Cabriolet
Small SUV 4WD,27.5279,Land Rover_Range Rover Velar
Small SUV 4WD,23.1444,Land Rover_Range Rover Velar
Small SUV 4WD,20.2457,Land Rover_Range Rover Velar
Small SUV 4WD,24.3849,LEXUS_NX 300 AWD
Small SUV 4WD,23.6857,LEXUS_NX 300 AWD F SPORT
Small SUV 4WD,31.4041,LEXUS_NX 300h AWD
Small SUV 4WD,21.8239,LEXUS_RX 350 AWD
Small SUV 4WD,21.2432,LEXUS_RX 350L AWD
Small SUV 4WD,21.5738,Lincoln_MKC  AWD
Small SUV 4WD,21.4728,Lincoln_MKC  AWD
Small SUV 4WD,20.2128,Lincoln_MKC  AWD
Small SUV 4WD,22,Lincoln_NAUTILUS AWD
Small SUV 4WD,21.2438,Lincoln_NAUTILUS AWD
Small SUV 4WD,26.2453,MAZDA_CX-5 4WD
Small SUV 4WD,23.8943,MAZDA_CX-5 4WD
Small SUV 4WD,22.5986,MAZDA_CX-9 4WD
Small SUV 4WD,21.2861,Mercedes-Benz_AMG GLC 43 4MATIC
Small SUV 4WD,21.034,Mercedes-Benz_AMG GLC 43 4MATIC (coupe)
Small SUV 4WD,18.116,Mercedes-Benz_AMG GLC 63 4MATIC
Small SUV 4WD,18.4658,Mercedes-Benz_AMG GLC 63 4MATIC (coupe)
Small SUV 4WD,17.8052,Mercedes-Benz_AMG GLC 63 S 4MATIC (coupe)
Small SUV 4WD,26.2235,Mercedes-Benz_GLA 250 4MATIC
Small SUV 4WD,26.2235,Mercedes-Benz_GLA 250 4MATIC
Small SUV 4WD,23.6168,Mercedes-Benz_GLC 300 4MATIC
Small SUV 4WD,23.1444,Mercedes-Benz_GLC 300 4MATIC (Coupe)
Small SUV 4WD,25.3444,Mitsubishi Motors Corporation_ECLIPSE CROSS 4WD
Small SUV 4WD,26.1535,Mitsubishi Motors Corporation_ECLIPSE CROSS ES 4WD
Small SUV 4WD,25.9027,Mitsubishi Motors Corporation_OUTLANDER 4WD
Small SUV 4WD,22,Mitsubishi Motors Corporation_OUTLANDER 4WD
Small SUV 4WD,25.5957,Mitsubishi Motors Corporation_OUTLANDER SPORT 4WD
Small SUV 4WD,25.22,Mitsubishi Motors Corporation_OUTLANDER SPORT 4WD
Small SUV 4WD,22.0525,NISSAN_PATHFINDER 4WD
Small SUV 4WD,21,NISSAN_PATHFINDER 4WD PLATINUM
Small SUV 4WD,27.4615,NISSAN_ROGUE AWD
Small SUV 4WD,32.6268,NISSAN_ROGUE AWD Hybrid
Small SUV 4WD,29.2024,Subaru_CROSSTREK AWD
Small SUV 4WD,25.087,Subaru_CROSSTREK AWD
Small SUV 4WD,28.6751,Subaru_FORESTER AWD
Small SUV 4WD,27.7579,Subaru_OUTBACK AWD
Small SUV 4WD,22.3176,Subaru_OUTBACK AWD
Small SUV 4WD,28,TOYOTA_RAV4 AWD
Small SUV 4WD,30.3188,TOYOTA_RAV4 AWD
Small SUV 4WD,40.1834,TOYOTA_RAV4 HYBRID AWD
Small SUV 4WD,24.0783,Volkswagen_Tiguan 4Motion
Small SUV 4WD,26.056,"Volvo Cars of North America, LLC_XC40 AWD"
Small SUV 4WD,22.3307,"Volvo Cars of North America, LLC_XC60 AWD"
Small SUV 4WD,22.7494,"Volvo Cars of North America, LLC_XC60 AWD"
Standard SUV 2WD,20.4294,BMW_X6 sDrive35i
Standard SUV 2WD,21.1648,Buick_ENCLAVE
Standard SUV 2WD,17.1741,Cadillac_ESCALADE 2WD
Standard SUV 2WD,17.5914,Chevrolet_C1500 SUBURBAN 2WD
Standard SUV 2WD,17.5914,Chevrolet_C1500 SUBURBAN 2WD
Standard SUV 2WD,17.1741,Chevrolet_C1500 SUBURBAN 2WD
Standard SUV 2WD,17.5914,Chevrolet_C1500 TAHOE 2WD
Standard SUV 2WD,17.5914,Chevrolet_C1500 TAHOE 2WD
Standard SUV 2WD,17.1741,Chevrolet_C1500 TAHOE 2WD
Standard SUV 2WD,22,Chevrolet_TRAVERSE FWD
Standard SUV 2WD,21.1648,Chevrolet_TRAVERSE FWD
Standard SUV 2WD,21.4537,Dodge_Durango RWD
Standard SUV 2WD,16.9243,Dodge_Durango RWD
Standard SUV 2WD,19.542,Ford_Expedition 2WD
Standard SUV 2WD,19,Ford_Expedition MAX 2WD
Standard SUV 2WD,19.566,Ford_EXPLORER FFV 2WD
Standard SUV 2WD,21.754,Ford_EXPLORER FWD
Standard SUV 2WD,19.566,Ford_EXPLORER FWD
Standard SUV 2WD,19,Ford_Flex FWD
Standard SUV 2WD,23,GMC_ACADIA FWD
Standard SUV 2WD,20.6817,GMC_ACADIA FWD
Standard SUV 2WD,17.5914,GMC_C1500 YUKON 2WD
Standard SUV 2WD,17.5914,GMC_C1500 YUKON 2WD
Standard SUV 2WD,17.1741,GMC_C1500 YUKON 2WD
Standard SUV 2WD,17.5914,GMC_C1500 YUKON XL 2WD
Standard SUV 2WD,17.5914,GMC_C1500 YUKON XL 2WD
Standard SUV 2WD,17.1741,GMC_C1500 YUKON XL 2WD
Standard SUV 2WD,16.2556,INFINITI_QX80 2WD
Standard SUV 2WD,21.4537,Jeep_Grand Cherokee 4X2
Standard SUV 2WD,19.2405,Lincoln_MKT FWD
Standard SUV 2WD,18.7275,Lincoln_Navigator 2WD
Standard SUV 2WD,17.9067,Lincoln_Navigator L 2WD
Standard SUV 2WD,15.9619,NISSAN_ARMADA 2WD
Standard SUV 2WD,18.4292,TOYOTA_4RUNNER 2WD
Standard SUV 2WD,14.8224,TOYOTA_SEQUOIA 2WD
Standard SUV 2WD,24.2127,"Volvo Cars of North America, LLC_XC90 FWD"
Standard SUV 4WD,21.3487,Audi_Q7
Standard SUV 4WD,21.1032,Audi_Q7
Standard SUV 4WD,18.8003,Audi_Q8
Standard SUV 4WD,17.3377,Bentley_Bentayga
Standard SUV 4WD,22.4296,BMW_X5 xDrive40i
Standard SUV 4WD,18.7509,BMW_X5 xDrive50i
Standard SUV 4WD,16.1519,BMW_X6 M
Standard SUV 4WD,20.2258,BMW_X6 xDrive35i
Standard SUV 4WD,18.7509,BMW_X6 xDrive50i
Standard SUV 4WD,21.7788,BMW_X7 xDrive40i
Standard SUV 4WD,17.498,BMW_X7 xDrive50i
Standard SUV 4WD,20.1579,Buick_ENCLAVE AWD
Standard SUV 4WD,16.5982,Cadillac_ESCALADE 4WD
Standard SUV 4WD,16.4284,Chevrolet_K1500 SUBURBAN 4WD
Standard SUV 4WD,16.4287,Chevrolet_K1500 SUBURBAN 4WD
Standard SUV 4WD,16.0645,Chevrolet_K1500 SUBURBAN 4WD
Standard SUV 4WD,17.32,Chevrolet_K1500 TAHOE 4WD
Standard SUV 4WD,17.32,Chevrolet_K1500 TAHOE 4WD
Standard SUV 4WD,16.8656,Chevrolet_K1500 TAHOE 4WD
Standard SUV 4WD,20.2386,Chevrolet_TRAVERSE AWD
Standard SUV 4WD,20.7754,Dodge_Durango AWD
Standard SUV 4WD,16.6887,Dodge_Durango AWD
Standard SUV 4WD,15.1196,Dodge_Durango SRT AWD
Standard SUV 4WD,18.9076,Ford_Expedition 4WD
Standard SUV 4WD,18,Ford_Expedition MAX 4WD
Standard SUV 4WD,20.7213,Ford_EXPLORER AWD
Standard SUV 4WD,18.5993,Ford_EXPLORER AWD
Standard SUV 4WD,17.7788,Ford_EXPLORER AWD
Standard SUV 4WD,18.4685,Ford_EXPLORER FFV AWD
Standard SUV 4WD,17,Ford_FLEX AWD
Standard SUV 4WD,18,Ford_FLEX AWD
Standard SUV 4WD,22,GMC_ACADIA AWD
Standard SUV 4WD,20.1232,GMC_ACADIA AWD
Standard SUV 4WD,17.32,GMC_K1500 YUKON 4WD
Standard SUV 4WD,17.32,GMC_K1500 YUKON 4WD
Standard SUV 4WD,16.8656,GMC_K1500 YUKON 4WD
Standard SUV 4WD,16.4284,GMC_K1500 YUKON XL 4WD
Standard SUV 4WD,16.4287,GMC_K1500 YUKON XL 4WD
Standard SUV 4WD,16.0645,GMC_K1500 YUKON XL 4WD
Standard SUV 4WD,15,INFINITI_QX80 4WD
Standard SUV 4WD,20.7754,Jeep_Grand Cherokee 4X4
Standard SUV 4WD,16.6887,Jeep_Grand Cherokee 4X4
Standard SUV 4WD,14.9466,Jeep_Grand Cherokee SRT 4x4
Standard SUV 4WD,13.3061,Jeep_Grand Cherokee Trackhawk 4x4
Standard SUV 4WD,13.9329,Lamborghini_Urus
Standard SUV 4WD,22.6844,Land Rover_Discovery
Standard SUV 4WD,17.7171,Land Rover_Discovery
Standard SUV 4WD,18.0917,Land Rover_Range Rover
Standard SUV 4WD,18.0917,Land Rover_Range Rover LWB
Standard SUV 4WD,15.1147,Land Rover_Range Rover LWB SVA
Standard SUV 4WD,24.3843,Land Rover_Range Rover Sport
Standard SUV 4WD,18.9704,Land Rover_Range Rover Sport
Standard SUV 4WD,18.7053,Land Rover_Range Rover Sport
Standard SUV 4WD,16.4401,Land Rover_Range Rover Sport SVR
Standard SUV 4WD,15.5774,Land Rover_Range Rover SV Coupe
Standard SUV 4WD,24.3843,Land Rover_Range Rover SVA
Standard SUV 4WD,18.9704,Land Rover_Range Rover SVA
Standard SUV 4WD,15.5774,Land Rover_Range Rover SVA
Standard SUV 4WD,16.0963,LEXUS_GX 460
Standard SUV 4WD,14.8782,LEXUS_LX 570
Standard SUV 4WD,29.7729,LEXUS_RX 450h AWD
Standard SUV 4WD,29,LEXUS_RX 450hL AWD
Standard SUV 4WD,17,Lincoln_MKT AWD
Standard SUV 4WD,17.6876,Lincoln_Navigator 4WD
Standard SUV 4WD,17.1134,MASERATI_LEVANTE
Standard SUV 4WD,15.3607,MASERATI_LEVANTE GTS
Standard SUV 4WD,16.7861,MASERATI_LEVANTE S
Standard SUV 4WD,15.3607,MASERATI_LEVANTE Trofeo
Standard SUV 4WD,13.8444,Mercedes-Benz_AMG G 63
Standard SUV 4WD,18.9393,Mercedes-Benz_AMG GLE 43 4MATIC
Standard SUV 4WD,18.6391,Mercedes-Benz_AMG GLE 43 4MATIC (coupe)
Standard SUV 4WD,14.0707,Mercedes-Benz_AMG GLE 63
Standard SUV 4WD,15.1954,Mercedes-Benz_AMG GLE 63 S
Standard SUV 4WD,15.4084,Mercedes-Benz_AMG GLE 63 S (coupe)
Standard SUV 4WD,14.8111,Mercedes-Benz_AMG GLS 63
Standard SUV 4WD,14.4689,Mercedes-Benz_G 550
Standard SUV 4WD,19.5253,Mercedes-Benz_GLE 400 4MATIC
Standard SUV 4WD,18.2108,Mercedes-Benz_GLS 450 4MATIC
Standard SUV 4WD,15.5657,Mercedes-Benz_GLS 550 4MATIC
Standard SUV 4WD,15.2,NISSAN_ARMADA 4WD
Standard SUV 4WD,20.6748,Porsche_Cayenne
Standard SUV 4WD,19.958,Porsche_Cayenne S
Standard SUV 4WD,16.9743,Porsche_Cayenne Turbo
Standard SUV 4WD,22.9049,Subaru_ASCENT
Standard SUV 4WD,22.0533,Subaru_ASCENT LIMITED/TOURING
Standard SUV 4WD,17.971,TOYOTA_4RUNNER 4WD
Standard SUV 4WD,17.971,TOYOTA_4RUNNER 4WD
Standard SUV 4WD,22.2289,TOYOTA_HIGHLANDER AWD
Standard SUV 4WD,22.0931,TOYOTA_HIGHLANDER AWD
Standard SUV 4WD,22.6871,TOYOTA_HIGHLANDER AWD LE
Standard SUV 4WD,28.4359,TOYOTA_HIGHLANDER HYBRID AWD
Standard SUV 4WD,28.9073,TOYOTA_HIGHLANDER HYBRID AWD LE
Standard SUV 4WD,14.9298,TOYOTA_LAND CRUISER WAGON 4WD
Standard SUV 4WD,14.4037,TOYOTA_SEQUOIA 4WD
Standard SUV 4WD,19.2827,Volkswagen_Atlas 4Motion
Standard SUV 4WD,22.0007,"Volvo Cars of North America, LLC_XC90 AWD"
Standard SUV 4WD,22.7494,"Volvo Cars of North America, LLC_XC90 AWD"